cntry_code,cntry_name,market_value_residence_2003,market_value_nationality_2003,mv_difference_nat_vs_res_2003,market_value_residence_2004,market_value_nationality_2004,mv_difference_nat_vs_res_2004,market_value_residence_2005,market_value_nationality_2005,mv_difference_nat_vs_res_2005,market_value_residence_2006,market_value_nationality_2006,mv_difference_nat_vs_res_2006,market_value_residence_2007,market_value_nationality_2007,mv_difference_nat_vs_res_2007,market_value_residence_2008,market_value_nationality_2008,mv_difference_nat_vs_res_2008,market_value_residence_2009,market_value_nationality_2009,mv_difference_nat_vs_res_2009,market_value_residence_2010,market_value_nationality_2010,mv_difference_nat_vs_res_2010,market_value_residence_2011,market_value_nationality_2011,mv_difference_nat_vs_res_2011,market_value_residence_2012,market_value_nationality_2012,mv_difference_nat_vs_res_2012,market_value_residence_2013,market_value_nationality_2013,mv_difference_nat_vs_res_2013,market_value_residence_2014,market_value_nationality_2014,mv_difference_nat_vs_res_2014,market_value_residence_2015,market_value_nationality_2015,mv_difference_nat_vs_res_2015,market_value_residence_2016,market_value_nationality_2016,mv_difference_nat_vs_res_2016,market_value_residence_2017,market_value_nationality_2017,mv_difference_nat_vs_res_2017,market_value_residence_2018,market_value_nationality_2018,mv_difference_nat_vs_res_2018,market_value_residence_2019,market_value_nationality_2019,mv_difference_nat_vs_res_2019,market_value_residence_2020,market_value_nationality_2020,mv_difference_nat_vs_res_2020
44202,NEPAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44407,"KOREA, NORTH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44709,PAKISTAN,0,0,0,16,16,0,10,10,0,59,59,0,60,60,0,20,20,0,42,42,0,44,44,0,84,84,0,35,35,0,0,0,0,4,4,0,9,9,0,162,162,0,221,221,0,141,141,0,133,133,0,135,135,0
44806,PHILIPPINES,950,959,9,829,839,10,931,942,12,1397,1405,8,1157,1171,15,650,668,18,794,809,16,887,887,0,733,753,19,684,676,-7,722,705,-16,797,797,0,701,700,-2,496,496,0,519,519,0,542,643,101,538,680,142,771,919,148
45004,EAST TIMOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45101,QATAR,544,544,0,933,933,0,2071,2071,0,3623,3786,162,4042,4144,103,2571,2655,84,3908,4355,446,4751,5860,1108,4110,5125,1015,3719,4926,1207,2923,4046,1122,1961,3863,1902,1818,3297,1479,1217,2553,1336,1170,2605,1435,1265,3341,2075,1150,3579,2429,784,2991,2207
45608,SAUDI ARABIA,0,0,0,0,0,0,14,14,0,52,82,30,91,144,54,45,107,62,57,105,47,36,67,32,0,55,55,0,90,90,0,267,266,0,686,686,3,372,369,359,712,353,601,1644,1044,183,1436,1254,3753,5471,1719,5220,6883,1663
46019,SINGAPORE,2771,2905,134,4501,4290,-211,5138,5096,-42,6055,6977,921,6346,6412,66,5160,5612,452,5668,5474,-193,5456,5737,282,4986,5882,896,5513,8063,2550,5497,7143,1646,6626,7689,1064,6082,5397,-685,5601,4427,-1174,6976,5611,-1365,9124,7512,-1612,8943,6848,-2096,10225,7895,-2329
46205,SYRIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46302,TAIWAN,204,204,0,279,279,0,737,737,0,220,220,0,105,114,10,149,185,36,42,77,35,99,164,65,41,35,-6,104,99,-5,151,936,786,181,1002,821,88,856,768,41,655,613,26,652,626,71,77,6,69,90,21,109,1264,1155
46418,THAILAND,494,502,8,632,649,16,756,770,14,945,854,-91,770,781,11,475,475,0,631,631,0,616,616,0,283,362,79,882,967,85,859,957,98,716,901,185,737,905,169,654,754,101,1018,1332,314,1199,1717,519,1017,1509,492,1552,2006,454
46604,UNITED ARAB EMIRATES,0,0,0,25,25,0,40,40,0,1154,1080,-74,3543,4627,1083,2737,3274,537,2966,3768,801,3445,5930,2484,3588,6865,3278,4265,7068,2803,3782,6000,2218,3804,6505,2700,2967,5215,2248,2891,4395,1505,4877,6411,1534,6106,8174,2068,7115,9349,2234,7165,10954,3789
46906,VIETNAM,0,0,0,0,0,0,0,0,0,6,6,0,4,4,0,2,2,0,19,19,0,16,16,0,14,14,0,42,42,0,96,96,0,212,212,0,112,112,0,61,61,0,37,37,0,73,51,-22,87,328,241,75,365,290
47104,YEMEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47201,WEST BANK AND GAZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50105,ALGERIA,3,3,0,12,12,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50202,ANGOLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,7,7,0,7,217,210,0,239,239,0,168,168,5,217,212,0,172,172,24,24,0,2,2,0,661,661,0,5,5,0
50504,BOTSWANA,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50806,BURUNDI,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51004,CAMEROON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51209,"CAPE VERDE, REPUBLIC OF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,-5,0,0,0,0,0,0,0,0,0
51306,CENTRAL AFRICAN REPUBLIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51403,CHAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51519,COMOROS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51608,CONGO (BRAZZAVILLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51705,CONGO (KINSHASA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51802,BENIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0
51942,EQUATORIAL GUINEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52019,ERITREA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52108,ETHIOPIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,0,1,1,0,1,1,0,0,0,0,1,0,-1,5,1,-4
52302,DJIBOUTI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52418,GABON,0,0,0,0,0,0,0,0,0,0,0,0,32,32,0,0,0,0,1,1,0,0,0,0,2,2,0,4,4,0,4,4,0,0,0,0,78,78,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
52507,"GAMBIA, THE",30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52604,GHANA,1,1,0,1,1,0,1,1,0,1,1,0,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,5,5,0,26,26,0,25,25,0,18,18,0
52701,GUINEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53007,COTE D'IVOIRE (IVORY COAST),57,14,-43,12,12,0,17,17,0,3,3,0,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,42,0,-42,0,0,0,405,0,-405,1,1,0,6,6,0,119,119,0,231,231,0,40,40,0
53104,KENYA,15,15,0,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,188,4,202,198,4,215,211,3,206,203,5,145,140,0,191,191,0,226,226,0,211,211,98,258,160,39,136,98,26,43,16
53155,LESOTHO,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53201,LIBERIA,1739,273,-1465,1964,239,-1724,1576,246,-1330,1533,142,-1391,1718,304,-1413,1039,251,-787,1957,291,-1666,1876,239,-1637,1880,212,-1668,2163,212,-1952,1254,168,-1087,1366,265,-1101,1347,263,-1084,1017,80,-937,1407,54,-1353,1317,68,-1249,1492,55,-1438,4917,106,-4811
53309,LIBYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53392,SOUTH SUDAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53406,MADAGASCAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53503,MALAWI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53589,MALI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53708,MAURITANIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53805,MAURITIUS,112,3,-109,182,7,-175,48,46,-2,19,4,-15,87,78,-9,20,7,-13,33,16,-17,35,33,-2,50,44,-6,47,34,-13,90,77,-14,335,69,-266,210,42,-169,451,132,-319,624,118,-506,866,234,-632,1589,700,-889,1525,1065,-459
54003,MOROCCO,67,67,0,3,3,0,26,26,0,50,50,0,15,15,0,11,11,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,829,829,0,966,143,-823,991,691,-299,1030,608,-422,880,508,-372,996,544,-452,986,589,-397
54089,MOZAMBIQUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,136,0,207,207,0,102,102,0,0,0,0,0,0,0,0,0,47,47,0,44,44,0
54127,NAMIBIA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,66,66,0,96,96,0,0,0,0,1,1,0,1,1,0,4,4,0,0,2,2
54208,NIGER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54305,NIGERIA,47,47,0,15,15,0,2,2,0,23,23,0,57,57,0,78,78,0,0,0,0,1,1,0,24,24,0,25,25,0,53,35,-19,301,297,-3,283,283,0,253,253,0,272,272,0,345,345,0,296,183,-113,149,146,-3
54402,GUINEA-BISSAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54607,REUNION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54704,ZIMBABWE,33,33,0,15,15,0,1,1,0,20,20,0,23,23,0,14,14,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55018,RWANDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,2,0,0,0,0,0,0,0
55107,SAINT HELENA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55204,SAO TOME AND PRINCIPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55301,SENEGAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55409,SEYCHELLES,0,0,0,0,0,0,0,0,0,2,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,8,8,0,6,6,0
55506,SIERRA LEONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55603,SOMALIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55719,SOUTH AFRICA,297,552,254,289,530,242,346,576,230,268,331,63,919,1161,242,629,880,251,678,2343,1665,1103,5449,4345,1895,6396,4501,2184,8240,6055,1949,7242,5293,1800,6941,5142,1742,6754,5012,1433,6663,5230,1449,7636,6188,3021,8747,5726,2843,9590,6748,2409,9468,7059
56006,WESTERN SAHARA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56103,SUDAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56219,SWAZILAND,3,3,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56405,TANZANIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,239,0,0,0,0,0,0,0,271,271,0,267,267,0,262,262,0,0,0,0
56502,TOGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,7,7,0
56707,TUNISIA,875,875,0,343,343,0,256,256,0,263,263,0,236,236,0,10,10,0,19,19,0,26,26,0,0,0,0,20,20,0,1,1,0,376,376,0,0,0,0,437,437,0,510,510,0,707,707,0,788,788,0,540,540,0
56804,UGANDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,81,81,0,74,70,-4,13,13,0,0,0,0,0,0,0,2,2,0,10,13,3
57002,EGYPT,0,10,10,10,10,0,1,625,623,140,800,660,126,984,858,43,496,453,35,746,711,45,541,496,27,0,-27,17,0,-17,29,0,-29,1,1,0,1,1,0,6,6,0,1,1,0,20,20,0,127,98,-29,149,91,-57
57118,BURKINA FASO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57207,ZAMBIA,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,1,1,0,1,1,0,1,1,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,2,2,0,1,1,0,1,1,0,0,0,0,3,1,-2
60089,AUSTRALIA,23940,24001,61,33735,34264,529,43447,44645,1198,57202,60030,2828,66639,71254,4615,69559,72070,2512,95469,91758,-3712,105796,101877,-3918,119789,115349,-4440,122541,116922,-5618,121475,116017,-5457,113427,110131,-3296,101079,97247,-3832,97510,95864,-1646,101397,98419,-2978,100390,96904,-3486,110543,105653,-4890,110558,103960,-6598
60119,WALLIS AND FUTUNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60208,BRITISH INDIAN OCEAN TERRITORY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60305,FEDERATED STATES OF MICRONESIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60402,COOK ISLANDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60518,TUVALU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60526,KIRIBATI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60607,FIJI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60704,FRENCH POLYNESIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61204,MARSHALL ISLANDS,237,40,-197,738,0,-738,498,115,-383,680,117,-564,490,3,-488,275,3,-271,1039,257,-782,1762,824,-938,1575,910,-665,2220,1398,-822,3070,1946,-1124,3739,2085,-1655,2631,1383,-1249,2621,1431,-1190,2664,1510,-1155,3183,2219,-964,2756,1587,-1170,2608,1545,-1063
61301,NAURU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61409,NEW CALEDONIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61603,VANUATU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61689,NEW ZEALAND,2097,2074,-22,1781,1783,2,2348,1956,-392,2306,2147,-158,2334,2329,-4,4840,3369,-1471,3380,3429,48,4113,3980,-133,7079,4835,-2245,4843,4870,27,3833,3785,-47,4908,6120,1212,5585,5820,236,5887,5887,0,6084,6837,753,7007,8028,1021,9082,9057,-26,9477,9428,-48
61751,PAPUA NEW GUINEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0
61808,NIUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62103,PITCAIRN ISLANDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62219,SAINT PIERRE AND MIQUELON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62308,SOLOMON ISLANDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62405,TOKELAU ISLANDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62448,TONGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62502,PALAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62618,SAMOA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79995,TOTAL INTERNATIONAL & REGIONAL ORGANIZATIONS,17187,17199,12,17789,17808,19,18965,18996,31,19042,19042,0,22182,22182,0,20391,20391,0,40238,40238,0,41412,41412,0,45880,46137,257,50306,50456,150,53913,54283,370,58230,58223,-7,54564,54446,-118,70622,70607,-15,81675,81675,0,75687,76472,785,86727,87475,748,108403,108516,113
99996,GRAND TOTAL,559454,559455,1,676647,676647,0,735765,735765,0,972950,972950,0,1216969,1216969,0,962297,962297,0,1214077,1214077,0,1273483,1273483,0,1442938,1442938,0,1574292,1574292,0,1664453,1664453,0,1842198,1842198,0,1737111,1737111,0,1832913,1832913,0,2098013,2098013,0,2192427,2192427,0,2392097,2392097,0,2562635,2562635,0
